rank,freq,Infinitiv,Unreg,Trans,"Präsens_ich","Präsens_du","Präsens_er, sie, es","Präteritum_ich","Partizip II","Konjunktiv II_ich","Imperativ Singular","Imperativ Plural",Hilfsverb
3416,1465,"ächzen","","","ächze","ächzt","ächzt","ächzte","geächzt","ächzte","ächze","ächzt",haben
3422,1462,rasieren,"","",rasiere,rasierst,rasiert,rasierte,rasiert,rasierte,rasier,rasiert,haben
3428,1459,kleben,"","",klebe,klebst,klebt,klebte,geklebt,klebte,kleb,klebt,haben
3433,1456,spucken,"","",spucke,spuckst,spuckt,spuckte,gespuckt,spuckte,spucke,spuckt,haben
3435,1456,quietschen,"","",quietsche,quietschst,quietscht,quietschte,gequietscht,quietschte,quietsch,quietscht,haben
3439,1454,gestatten,"","",gestatte,gestattest,gestattet,gestattete,gestattet,gestattete,gestatte,gestattet,haben
3445,1451,"auflösen","","","löse auf","löst auf","löst auf","löste auf","aufgelöst","löste auf","löse auf","löst auf",haben
3447,1450,verweigern,"","",verweigere,verweigerst,verweigert,verweigerte,verweigert,verweigerte,verweigere,verweigert,haben
3449,1449,erleichtern,"","",erleichtere,erleichterst,erleichtert,erleichterte,erleichtert,erleichterte,erleichtere,erleichtert,haben
3451,1448,siegen,"","",siege,siegst,siegt,siegte,gesiegt,siegte,siege,siegt,haben
3455,1443,durchfahren,"","",durchfahre,"durchfährst","durchfährt",durchfuhr,durchfahren,"durchführe",durchfahr,durchfahrt,haben
3455,1443,durchfahren,"","","fahre durch","fährst durch","fährt durch","fuhr durch",durchgefahren,"führe durch","fahr durch","fahrt durch",sein
3459,1441,durchdrehen,"","","drehe durch","drehst durch","dreht durch","drehte durch",durchgedreht,"drehte durch","dreh durch","dreht durch",sein
3468,1436,investieren,"","",investiere,investierst,investiert,investierte,investiert,investierte,investiere,investiert,haben
3476,1434,"zerreißen","","","zerreiße","zerreißt","zerreißt",zerriss,zerrissen,zerrisse,"zerreiß","zerreißt",haben
3481,1432,antreten,X,"","trete an","trittst an","tritt an","trat an",angetreten,"träte an","tritt an","tretet an",haben
3494,1423,"zünden","","","zünde","zündest","zündet","zündete","gezündet","zündete","zünd","zündet",haben
3496,1422,umgeben,"","","gebe um","gibst um","gibt um","gab um",umgegeben,"gäbe um","gib um","gebt um",haben
3496,1422,umgeben,"","",umgebe,umgibst,umgibt,umgab,umgeben,"umgäbe",umgib,umgebt,haben
3499,1420,hexen,"","",hexe,hext,hext,hexte,gehext,hexte,hex,hext,haben
3515,1413,reinigen,"","",reinige,reinigst,reinigt,reinigte,gereinigt,reinigte,reinig,reinigt,haben
3516,1411,verklagen,"","",verklage,verklagst,verklagt,verklagte,verklagt,verklagte,verklag,verklagt,haben
3517,1411,teilnehmen,"","","nehme teil","nimmst teil","nimmt teil","nahm teil",teilgenommen,"nähme teil","nimm teil","nehmt teil",haben
3523,1407,erleiden,"","",erleide,erleidest,erleidet,erlitt,erlitten,erlitte,erleide,erleidet,haben
3527,1406,kichern,"","",kichere,kicherst,kichert,kicherte,gekichert,kicherte,kichere,kichert,haben
3535,1402,herziehen,"","","ziehe her","ziehst her","zieht her","zog her",hergezogen,"zöge her","ziehe her","zieht her",sein
3537,1402,narren,"","",narre,narrst,narrt,narrte,genarrt,narrte,narr,narrt,haben
3541,1400,"aufhängen","","","hänge auf","hängst auf","hängt auf","hängte auf","aufgehängt","hängte auf","häng auf","hängt auf",haben
3549,1398,schleppen,"","",schleppe,schleppst,schleppt,schleppte,geschleppt,schleppte,schleppe,schleppt,haben
3551,1397,regieren,"","",regiere,regierst,regiert,regierte,regiert,regierte,regiere,regiert,haben
3552,1397,darstellen,"","","stelle dar","stellst dar","stellt dar","stellte dar",dargestellt,"stellte dar","stell dar","stellt dar",haben
3572,1387,hindern,"","",hindere,hinderst,hindert,hinderte,gehindert,hinderte,hindere,hindert,haben
3576,1384,keuchen,"","",keuche,keuchst,keucht,keuchte,gekeucht,keuchte,keuche,keucht,haben
3582,1382,ausliefern,"","","liefere aus","lieferst aus","liefert aus","lieferte aus",ausgeliefert,"lieferte aus","liefere aus","liefert aus",haben
3589,1380,zuschlagen,"","","schlage zu","schlägst zu","schlägt zu","schlug zu",zugeschlagen,"schlüge zu","schlage zu","schlagt zu",haben
3594,1377,verheimlichen,"","",verheimliche,verheimlichst,verheimlicht,verheimlichte,verheimlicht,verheimlichte,verheimlich,verheimlicht,haben
3602,1373,"verhören","","","verhöre","verhörst","verhört","verhörte","verhört","verhörte","verhöre","verhört",haben
3607,1371,segeln,"","",segle,segelst,segelt,segelte,gesegelt,segelte,segle,segelt,haben
3615,1369,ausschalten,"","","schalte aus","schaltest aus","schaltet aus","schaltete aus",ausgeschaltet,"schaltete aus","schalt aus","schaltet aus",haben
3617,1368,billigen,"","",billige,billigst,billigt,billigte,gebilligt,billigte,billige,billigt,haben
3624,1364,einrichten,"","","richte ein","richtest ein","richtet ein","richtete ein",eingerichtet,"richtete ein","richte ein","richtet ein",haben
3625,1364,verwechseln,"","",verwechsle,verwechselst,verwechselt,verwechselte,verwechselt,verwechselte,verwechsle,verwechselt,haben
3626,1363,"prügeln","","","prügle","prügelst","prügelt","prügelte","geprügelt","prügelte","prügle","prügelt",haben
3627,1363,beziehen,"","",beziehe,beziehst,bezieht,bezog,bezogen,"bezöge",beziehe,bezieht,haben
3632,1361,leuchten,"","",leuchte,leuchtest,leuchtet,leuchtete,geleuchtet,leuchtete,leuchte,leuchtet,haben
3633,1360,besagen,"","","","",besagt,besagte,besagt,besagte,"","",haben
3640,1358,erwachen,"","",erwache,erwachst,erwacht,erwachte,erwacht,erwachte,erwache,erwachet,sein
3643,1356,verschonen,"","",verschone,verschonst,verschont,verschonte,verschont,verschonte,verschon,verschont,haben
3650,1353,aufbringen,"","","bringe auf","bringst auf","bringt auf","brachte auf",aufgebracht,"brächte auf","bringe auf","bringt auf",haben
3653,1352,arten,"","",arte,artest,artet,artete,geartet,artete,art,artet,haben
3657,1349,aufziehen,"","","ziehe auf","ziehst auf","zieht auf","zog auf",aufgezogen,"zöge auf","zieh auf","zieht auf",haben
3664,1346,vergeuden,"","",vergeude,vergeudest,vergeudet,vergeudete,vergeudet,vergeudete,vergeude,vergeudet,haben
3670,1341,verleihen,"","",verleihe,verleihst,verleiht,verlieh,verliehen,verliehe,verleih,verleiht,haben
3680,1335,anheuern,"","","heuere an","heuerst an","heuert an","heuerte an",angeheuert,"heuerte an","heuere an","heuert an",haben
3689,1330,backen,"","",backe,"bäckst","bäckt",buk,gebacken,"büke",backe,backt,haben
3689,1330,backen,"","",backe,backst,backt,backte,gebackt,backte,backe,backt,haben
3690,1329,flammen,"","",flamme,flammst,flammt,flammte,geflammt,flammte,flamm,flammt,haben
3694,1327,erden,"","",erde,erdest,erdet,erdete,geerdet,erdete,erde,erdet,haben
3714,1320,knurren,"","",knurre,knurrst,knurrt,knurrte,geknurrt,knurrte,knurre,knurrt,haben
3722,1315,schweben,"","",schwebe,schwebst,schwebt,schwebte,geschwebt,schwebte,schweb,schwebt,sein
3730,1312,ausnutzen,"","","nutze aus","nutzt aus","nutzt aus","nutzte aus",ausgenutzt,"nutzte aus","nutz aus","nutzt aus",haben
3736,1309,einmischen,"","","mische ein","mischst ein","mischt ein","mischte ein",eingemischt,"mischte ein","misch ein","mischt ein",haben
3744,1305,beichten,"","",beichte,beichtest,beichtet,beichtete,gebeichtet,beichtete,beichte,beichtet,haben
3745,1305,"verbünden","","","verbünde","verbündest","verbündet","verbündete","verbündet","verbündete","verbünd","verbündet",haben
3764,1294,ausfallen,"","","falle aus","fällst aus","fällt aus","fiel aus",ausgefallen,"fiele aus","falle aus","fallt aus",sein
3770,1291,einschalten,"","","schalte ein","schaltest ein","schaltet ein","schaltete ein",eingeschaltet,"schaltete ein","schalte ein","schaltet ein",haben
3778,1287,anmachen,"","","mache an","machst an","macht an","machte an",angemacht,"machte an","mach an","macht an",haben
3784,1284,"zurückhalten","","","halte zurück","hältst zurück","hält zurück","hielt zurück","zurückgehalten","hielte zurück","halte zurück","haltet zurück",haben
3785,1284,betteln,"","",bettle,bettelst,bettelt,bettelte,gebettelt,bettelte,bettle,bettelt,haben
3789,1281,rauben,"","",raube,raubst,raubt,raubte,geraubt,raubte,raube,raubt,haben
3799,1278,"ernähren","","","ernähre","ernährst","ernährt","ernährte","ernährt","ernährte","ernähr","ernährt",haben
3801,1277,einschlagen,"","","schlage ein","schlägst ein","schlägt ein","schlug ein",eingeschlagen,"schlüge ein","schlag ein","schlagt ein",haben
3822,1267,bumsen,"","",bumse,bumst,bumst,bumste,gebumst,bumste,bums,bumst,haben
3823,1267,reservieren,"",X,reserviere,reservierst,reserviert,reservierte,reserviert,reservierte,reservier,reserviert,haben
3824,1267,vorlesen,"","","lese vor","liest vor","liest vor","las vor",vorgelesen,"läse vor","lies vor","lest vor",haben
3825,1266,besaufen,"","",besaufe,"besäufst","besäuft",besoff,besoffen,"besöffe",besauf,besauft,haben
3826,1266,krachen,"","",krache,krachst,kracht,krachte,gekracht,krachte,krache,kracht,haben
3827,1265,wegfahren,"","","fahre weg","fährst weg","fährt weg","fuhr weg",weggefahren,"führe weg","fahr weg","fahrt weg",sein
3832,1262,beauftragen,"","",beauftrage,beauftragst,beauftragt,beauftragte,beauftragt,beauftragte,beauftrag,beauftragt,haben
3840,1259,bedecken,"","",bedecke,bedeckst,bedeckt,bedeckte,bedeckt,bedeckte,bedecke,bedeckt,haben
3842,1258,untergehen,"","","gehe unter","gehst unter","geht unter","ging unter",untergegangen,"ginge unter","geh unter","geht unter",sein
3843,1257,"wärmen","","","wärme","wärmst","wärmt","wärmte","gewärmt","wärmte","wärm","wärmt",haben
3851,1251,erfordern,"","",erfordere,erforderst,erfordert,erforderte,erfordert,erforderte,erforder,erfordert,haben
3856,1247,fischen,"","",fische,fischst,fischt,fischte,gefischt,fischte,fische,fischt,haben
3862,1245,beachten,"","",beachte,beachtest,beachtet,beachtete,beachtet,beachtete,beachte,beachtet,haben
3866,1244,haaren,"","",haare,haarst,haart,haarte,gehaart,haarte,haare,haart,haben
3869,1242,"überwinden","","","überwinde","überwindest","überwindet","überwand","überwunden","überwände","überwinde","überwindet",haben
3874,1241,entwerfen,"","",entwerfe,entwirfst,entwirft,entwarf,entworfen,"entwürfe",entwirf,entwerft,haben
3879,1238,morden,"","",morde,mordest,mordet,mordete,gemordet,mordete,morde,mordet,haben
3882,1236,vorhaben,"","","habe vor","hast vor","hat vor","hatte vor",vorgehabt,"hätte vor","hab vor","habt vor",haben
3892,1231,mitspielen,"","","spiele mit","spielst mit","spielt mit","spielte mit",mitgespielt,"spielte mit","spiel mit","spielt mit",haben
3897,1228,"kürzen","","","kürze","kürzt","kürzt","kürzte","gekürzt","kürzte","kürze","kürzt",haben
3900,1228,"aufklären","","","kläre auf","klärst auf","klärt auf","klärte auf","aufgeklärt","klärte auf","klär auf","klärt auf",haben
3901,1228,pissen,"","",pisse,pisst,pisst,pisste,gepisst,pisste,pisse,pisst,haben
3908,1224,anbringen,"","","bringe an","bringst an","bringt an","brachte an",angebracht,"brächte an","bring an","bringt an",haben
3912,1223,bremsen,"","",bremse,bremst,bremst,bremste,gebremst,bremste,brems,bremst,haben
3925,1214,eingreifen,"","","greife ein","greifst ein","greift ein","griff ein",eingegriffen,"griffe ein","greife ein","greift ein",haben
3927,1214,marschieren,"","",marschiere,marschierst,marschiert,marschierte,marschiert,marschierte,marschiere,marschiert,sein
3937,1211,"verstoßen","","","verstoße","verstößt","verstößt","verstieß","verstoßen","verstieße","verstoß","verstoßt",haben
3943,1209,"schütteln","","","schüttle","schüttelst","schüttelt","schüttelte","geschüttelt","schüttelte","schüttle","schüttelt",haben
3944,1209,beurteilen,"","",beurteile,beurteilst,beurteilt,beurteilte,beurteilt,beurteilte,beurteile,beurteilt,haben
3948,1207,verreisen,"","",verreise,verreist,verreist,verreiste,verreist,verreiste,verreise,verreist,sein
3954,1205,durchkommen,"","","komme durch","kommst durch","kommt durch","kam durch",durchgekommen,"käme durch","komm durch","kommt durch",sein
3955,1205,analysieren,"","",analysiere,analysierst,analysiert,analysierte,analysiert,analysierte,analysiere,analysiert,haben
3958,1204,gnaden,"","",gnade,gnadest,gnadet,gnadete,gegnadet,gnadete,gnad,gnadet,haben
3965,1201,aufschreiben,"","","schreibe auf","schreibst auf","schreibt auf","schrieb auf",aufgeschrieben,"schriebe auf","schreib auf","schreibt auf",haben
3975,1194,andauern,"","","dauere an","dauerst an","dauert an","dauerte an",angedauert,"dauerte an","dauer an","dauert an",haben
3981,1191,leugnen,"","",leugne,leugnest,leugnet,leugnete,geleugnet,leugnete,leugne,leugnet,haben
3983,1189,"verängstigen","","","verängstige","verängstigst","verängstigt","verängstigte","verängstigt","verängstigte","verängstig","verängstigt",haben
3995,1186,"drängen","","","dränge","drängst","drängt","drängte","gedrängt","drängte","dränge","drängt",haben
3999,1184,hinkriegen,"","","kriege hin","kriegst hin","kriegt hin","kriegte hin",hingekriegt,"kriegte hin","kriege hin","kriegt hin",haben
4000,1184,wegkommen,"","","komme weg","kommst weg","kommt weg","kam weg",weggekommen,"käme weg","komm weg","kommt weg",sein
4007,1180,aufsteigen,"","","steige auf","steigst auf","steigt auf","stieg auf",aufgestiegen,"stiege auf","steig auf","steigt auf",sein
4014,1178,anvertrauen,"","","vertraue an","vertraust an","vertraut an","vertraute an",anvertraut,"vertraute an","vertraue an","vertraut an",haben
4021,1177,"überschreiten","","","überschreite","überschreitest","überschreitet","überschritt","überschritten","überschritte","überschreite","überschreitet",haben
4024,1175,bescheiden,"","",bescheide,bescheidest,bescheidet,beschied,beschieden,beschiede,bescheid,bescheidet,haben
4028,1174,faulen,"","",faule,faulst,fault,faulte,gefault,faulte,faule,fault,sein
4038,1172,"anzünden","","","zünde an","zündest an","zündet an","zündete an","angezündet","zündete an","zünd an","zündet an",haben
4039,1172,spritzen,"","",spritze,spritzt,spritzt,spritzte,gespritzt,spritzte,spritz,spritzt,haben
4040,1172,verschweigen,"","",verschweige,verschweigst,verschweigt,verschwieg,verschwiegen,verschwiege,verschweige,verschweigt,haben
4047,1169,behindern,"","",behindere,behinderst,behindert,behinderte,behindert,behinderte,behindere,behindert,haben
4066,1157,boxen,"","",boxe,boxt,boxt,boxte,geboxt,boxte,boxe,boxt,haben
4075,1154,"schwächen","","","schwäche","schwächst","schwächt","schwächte","geschwächt","schwächte","schwäch","schwächt",haben
4076,1154,"kühlen","","","kühle","kühlst","kühlt","kühlte","gekühlt","kühlte","kühl","kühlt",haben
4077,1154,"fügen","","","füge","fügst","fügt","fügte","gefügt","fügte","füge","fügt",haben
4077,1154,"fügen","","","füge","fügst","fügt","fügte","gefügt","fügte","füge","fügt",haben
4078,1154,schrecken,"","",schrecke,schreckst,schreckt,schreckte,geschreckt,schreckte,schrecke,schreckt,haben
4078,1154,schrecken,"","",schrecke,schrickst,schrickt,schrak,geschrocken,"schräke",schrick,schreckt,sein
4080,1153,schalten,"","",schalte,schaltest,schaltet,schaltete,geschaltet,schaltete,schalt,schaltet,haben
4091,1150,formen,"","",forme,formst,formt,formte,geformt,formte,form,formt,haben
4102,1146,"überwältigen","","","überwältige","überwältigst","überwältigt","überwältigte","überwältigt","überwältigte","überwältige","überwältigt",haben
4117,1141,quatschen,"","",quatsche,quatschst,quatscht,quatschte,gequatscht,quatschte,quatsche,quatscht,haben
4118,1141,umsehen,"","","sehe um","siehst um","sieht um","sah um",umgesehen,"sähe um","sieh um","seht um",haben
4127,1136,eignen,"","",eigne,eignest,eignet,eignete,geeignet,eignete,eigne,eignet,haben
4130,1135,programmieren,"","",programmiere,programmierst,programmiert,programmierte,programmiert,programmierte,programmiere,programmiert,haben
4134,1133,"ausführen","","","führe aus","führst aus","führt aus","führte aus","ausgeführt","führte aus","führe aus","führt aus",haben
4139,1130,registrieren,"","",registriere,registrierst,registriert,registrierte,registriert,registrierte,registriere,registriert,haben
4149,1128,evakuieren,"","",evakuiere,evakuierst,evakuiert,evakuierte,evakuiert,evakuierte,evakuiere,evakuiert,haben
4152,1126,wehen,"","",wehe,wehst,weht,wehte,geweht,wehte,wehe,weht,haben
4161,1123,ausbilden,"","","bilde aus","bildest aus","bildet aus","bildete aus",ausgebildet,"bildete aus","bild aus","bildet aus",haben
4171,1121,einlassen,"","","lasse ein","lässt ein","lässt ein","ließ ein",eingelassen,"ließe ein","lass ein","lasst ein",haben
4176,1119,abstellen,"","","stelle ab","stellst ab","stellt ab","stellte ab",abgestellt,"stellte ab","stell ab","stellt ab",haben
4177,1117,kreischen,"","",kreische,kreischst,kreischt,kreischte,gekreischt,kreischte,kreisch,kreischt,haben
4179,1117,bearbeiten,"","",bearbeite,bearbeitest,bearbeitet,bearbeitete,bearbeitet,bearbeitete,bearbeite,bearbeitet,haben
4180,1117,umwerfen,"","","werfe um","wirfst um","wirft um","warf um",umgeworfen,"würfe um","wirf um","werft um",haben
4184,1116,erstellen,"","",erstelle,erstellst,erstellt,erstellte,erstellt,erstellte,erstelle,erstellt,haben
4188,1115,verkehren,"","",verkehre,verkehrst,verkehrt,verkehrte,verkehrt,verkehrte,verkehre,verkehrt,haben
4191,1114,"verstärken","","","verstärke","verstärkst","verstärkt","verstärkte","verstärkt","verstärkte","verstärk","verstärkt",haben
4196,1112,verziehen,"",X,verziehe,verziehst,verzieht,verzog,verzogen,"verzöge",verziehe,verzieht,haben
4205,1107,"abreißen","","","reiße ab","reißt ab","reißt ab","riss ab",abgerissen,"risse ab","reiß ab","reißt ab",haben
